time_s,label,x,y,v,yaw,cte,ref_x,ref_y,ref_v,yaw_diff
0.123,NMPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4626,0.0
0.128,NMPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4626,0.0
0.1336,NMPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4626,0.0
0.1443,NMPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4626,0.0
0.1507,NMPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4626,0.0
0.1566,NMPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4626,0.0
0.162,NMPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4626,0.0
0.1694,NMPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4626,0.0
0.1952,NMPC,0.0035,0.0,0.2555,0.0001,0.0,0.0,0.0,7.4626,0.0001
0.202,NMPC,0.0035,0.0,0.2555,0.0001,0.0,0.0,0.0,7.4626,0.0001
0.2088,NMPC,0.0066,0.0,0.3506,0.0002,0.0,0.0,0.0,7.4626,0.0002
0.2155,NMPC,0.0105,0.0,0.4457,0.0,0.0,0.0,0.0,7.4626,0.0
0.2227,NMPC,0.0105,0.0,0.4457,0.0,0.0,0.0,0.0,7.4626,0.0
0.2292,NMPC,0.0155,-0.0,0.5408,-0.0002,0.0,0.03,0.0,7.4747,-0.0002
0.2354,NMPC,0.0214,-0.0001,0.6359,-0.0003,0.0001,0.03,0.0,7.4747,-0.0003
0.2425,NMPC,0.0214,-0.0001,0.6359,-0.0003,0.0001,0.03,0.0,7.4747,-0.0003
0.2497,NMPC,0.0282,-0.0001,0.731,-0.0006,0.0001,0.03,0.0,7.4747,-0.0006
0.258,NMPC,0.036,-0.0001,0.8261,-0.0008,0.0001,0.03,0.0,7.4747,-0.0008
0.2657,NMPC,0.0447,-0.0002,0.9212,-0.0013,0.0002,0.03,0.0,7.4747,-0.0013
0.2743,NMPC,0.0544,-0.0003,1.0163,-0.0015,0.0003,0.06,0.0,7.4867,-0.0015
0.2844,NMPC,0.0544,-0.0003,1.0163,-0.0015,0.0003,0.06,0.0,7.4867,-0.0015
0.292,NMPC,0.0766,-0.0004,1.2065,-0.0014,0.0004,0.09,0.0,7.4987,-0.0014
0.2996,NMPC,0.0766,-0.0004,1.2065,-0.0014,0.0004,0.09,0.0,7.4987,-0.0014
0.3098,NMPC,0.0892,-0.0003,1.3016,-0.0012,0.0003,0.09,0.0,7.4987,-0.0012
0.3253,NMPC,0.1027,-0.0003,1.3967,-0.0008,0.0003,0.09,0.0,7.4987,-0.0008
0.3358,NMPC,0.1325,-0.0002,1.5869,0.0002,0.0002,0.12,0.0,7.5107,0.0002
0.3444,NMPC,0.1488,-0.0001,1.682,0.0007,0.0001,0.15,0.0,7.5227,0.0007
0.3521,NMPC,0.1661,-0.0,1.7771,0.0013,0.0,0.18,0.0,7.5346,0.0013
0.3605,NMPC,0.1661,-0.0,1.7771,0.0013,0.0,0.18,0.0,7.5346,0.0013
0.3685,NMPC,0.1844,0.0001,1.8722,0.0019,0.0001,0.18,0.0,7.5346,0.0019
0.3777,NMPC,0.2036,0.0002,1.9673,0.0026,0.0002,0.21,0.0,7.5466,0.0026
0.3876,NMPC,0.2237,0.0004,2.0624,0.0031,0.0004,0.21,0.0,7.5466,0.0031
0.3958,NMPC,0.2448,0.0005,2.1575,0.0032,0.0005,0.24,0.0,7.5585,0.0032
0.404,NMPC,0.2669,0.0006,2.2526,0.0031,0.0006,0.27,0.0,7.5704,0.0031
0.4123,NMPC,0.2669,0.0006,2.2526,0.0031,0.0006,0.27,0.0,7.5704,0.0031
0.4221,NMPC,0.2899,0.0006,2.3477,0.0027,0.0006,0.3,0.0,7.5823,0.0027
0.4387,NMPC,0.3387,0.0007,2.5379,0.0018,0.0007,0.33,0.0,7.5941,0.0018
0.4506,NMPC,0.3646,0.0007,2.633,0.0012,0.0007,0.36,0.0,7.606,0.0012
0.461,NMPC,0.3914,0.0006,2.7281,0.0004,0.0006,0.39,0.0,7.6178,0.0004
0.4698,NMPC,0.4191,0.0006,2.8232,-0.0003,0.0006,0.42,0.0,7.6296,-0.0003
0.4782,NMPC,0.4479,0.0005,2.9183,-0.0011,0.0005,0.45,0.0,7.6414,-0.0011
0.4863,NMPC,0.4775,0.0004,3.0134,-0.0019,0.0004,0.48,0.0,7.6532,-0.0019
0.4958,NMPC,0.5081,0.0002,3.1085,-0.0028,0.0002,0.51,0.0,7.6649,-0.0028
0.5047,NMPC,0.5081,0.0002,3.1085,-0.0028,0.0002,0.51,0.0,7.6649,-0.0028
0.5171,NMPC,0.5722,-0.0002,3.2987,-0.0047,0.0002,0.57,0.0,7.6884,-0.0047
0.5263,NMPC,0.6056,-0.0004,3.3938,-0.0055,0.0004,0.6,0.0,7.7,-0.0055
0.5344,NMPC,0.6401,-0.0006,3.4889,-0.006,0.0006,0.63,0.0,7.7117,-0.006
0.5439,NMPC,0.6401,-0.0006,3.4889,-0.006,0.0006,0.63,0.0,7.7117,-0.006
0.5517,NMPC,0.7117,-0.001,3.6791,-0.0058,0.001,0.72,0.0,7.7467,-0.0058
0.5605,NMPC,0.7117,-0.001,3.6791,-0.0058,0.001,0.72,0.0,7.7467,-0.0058
0.5688,NMPC,0.749,-0.0012,3.7742,-0.0053,0.0012,0.75,0.0,7.7583,-0.0053
0.5771,NMPC,0.7872,-0.0013,3.8693,-0.0048,0.0013,0.78,0.0,7.7699,-0.0048
0.5855,NMPC,0.8264,-0.0014,3.9644,-0.004,0.0014,0.84,0.0,7.793,-0.004
0.5955,NMPC,0.8665,-0.0015,4.0595,-0.0032,0.0015,0.87,0.0,7.8045,-0.0032
0.6037,NMPC,0.8665,-0.0015,4.0595,-0.0032,0.0015,0.87,0.0,7.8045,-0.0032
0.6124,NMPC,0.9076,-0.0016,4.1546,-0.0023,0.0016,0.9,0.0,7.8161,-0.0023
0.6213,NMPC,0.9496,-0.0017,4.2497,-0.0014,0.0017,0.96,0.0,7.8391,-0.0014
0.6299,NMPC,0.9926,-0.0017,4.3448,-0.0003,0.0017,0.99,0.0,7.8505,-0.0003
0.6384,NMPC,1.0365,-0.0017,4.4399,0.0006,0.0017,1.05,0.0,7.8734,0.0006
0.6475,NMPC,1.0814,-0.0016,4.535,0.0017,0.0016,1.08,0.0,7.8848,0.0017
0.6547,NMPC,1.1272,-0.0016,4.6301,0.0027,0.0016,1.14,0.0,7.9076,0.0027
0.6627,NMPC,1.1272,-0.0016,4.6301,0.0027,0.0016,1.14,0.0,7.9076,0.0027
0.671,NMPC,1.174,-0.0014,4.7252,0.0038,0.0014,1.17,0.0,7.919,0.0038
0.6804,NMPC,1.2217,-0.0013,4.8203,0.0048,0.0013,1.23,0.0,7.9417,0.0048
0.6887,NMPC,1.2704,-0.0011,4.9154,0.0059,0.0011,1.26,0.0,7.953,0.0059
0.6974,NMPC,1.32,-0.0008,5.0105,0.0068,0.0008,1.32,0.0,7.9756,0.0068
0.7064,NMPC,1.3706,-0.0006,5.1056,0.0073,0.0006,1.38,0.0,7.9982,0.0073
0.7154,NMPC,1.4221,-0.0004,5.2007,0.0073,0.0004,1.41,0.0,8.0094,0.0073
0.724,NMPC,1.4221,-0.0004,5.2007,0.0073,0.0004,1.41,0.0,8.0094,0.0073
0.7326,NMPC,1.528,0.0001,5.3909,0.0064,0.0001,1.53,0.0,8.0542,0.0064
0.7434,NMPC,1.528,0.0001,5.3909,0.0064,0.0001,1.53,0.0,8.0542,0.0064
0.7522,NMPC,1.5824,0.0003,5.4842,0.0057,0.0003,1.59,0.0,8.0766,0.0057
0.7865,NMPC,1.8088,0.001,5.8267,0.0011,0.001,1.8,0.0,8.1542,0.0011
0.7943,NMPC,1.8674,0.001,5.9041,-0.0003,0.001,1.86,0.0,8.1762,-0.0003
0.8019,NMPC,1.8674,0.001,5.9041,-0.0003,0.001,1.86,0.0,8.1762,-0.0003
0.8144,NMPC,1.9269,0.0011,5.9778,-0.0016,0.0011,1.92,0.0,8.1982,-0.0016
0.8262,NMPC,2.0478,0.001,6.1149,-0.0043,0.001,2.04,0.0,8.242,-0.0043
0.835,NMPC,2.1093,0.0009,6.1833,-0.0058,0.0009,2.1,0.0,8.2638,-0.0058
0.8436,NMPC,2.1093,0.0009,6.1833,-0.0058,0.0009,2.1,0.0,8.2638,-0.0058
0.8517,NMPC,2.1714,0.0007,6.2496,-0.007,0.0007,2.16,0.0,8.2856,-0.007
0.8595,NMPC,2.2343,0.0006,6.3126,-0.0079,0.0006,2.22,0.0,8.3073,-0.0079
0.8673,NMPC,2.2977,0.0004,6.3738,-0.0085,0.0004,2.31,0.0,8.3397,-0.0085
0.8769,NMPC,2.3617,0.0002,6.4341,-0.0083,0.0002,2.37,0.0,8.3613,-0.0083
0.8856,NMPC,2.4264,-0.0,6.4925,-0.0079,0.0,2.43,0.0,8.3828,-0.0079
0.8945,NMPC,2.4916,-0.0002,6.5482,-0.0069,0.0002,2.49,0.0,8.4042,-0.0069
0.9046,NMPC,2.5573,-0.0004,6.6023,-0.0058,0.0004,2.55,0.0,8.4256,-0.0058
0.9169,NMPC,2.6236,-0.0006,6.6564,-0.0044,0.0006,2.61,0.0,8.4469,-0.0044
0.926,NMPC,2.6904,-0.0007,6.7089,-0.0029,0.0007,2.7,0.0,8.4534,-0.0029
0.9355,NMPC,2.7578,-0.0008,6.76,-0.0011,0.0008,2.76,0.0,8.4321,-0.0011
0.9464,NMPC,2.8256,-0.0009,6.8097,0.0006,0.0009,2.82,0.0,8.4107,0.0006
0.9545,NMPC,2.894,-0.0009,6.858,0.0025,0.0009,2.88,0.0,8.3893,0.0025
0.9636,NMPC,2.894,-0.0009,6.858,0.0025,0.0009,2.88,0.0,8.3893,0.0025
0.9732,NMPC,3.0321,-0.0008,6.9501,0.0063,0.0008,3.03,0.0,8.3355,0.0063
0.9825,NMPC,3.0321,-0.0008,6.9501,0.0063,0.0008,3.03,0.0,8.3355,0.0063
0.9923,NMPC,3.1018,-0.0006,6.992,0.0081,0.0006,3.09,0.0,8.3138,0.0081
1.001,NMPC,3.1719,-0.0004,7.031,0.0101,0.0004,3.18,0.0,8.2813,0.0101
1.014,NMPC,3.3132,0.0001,7.1014,0.0123,0.0001,3.3,0.0,8.2377,0.0123
1.0226,NMPC,3.3132,0.0001,7.1014,0.0123,0.0001,3.3,0.0,8.2377,0.0123
1.0314,NMPC,3.3844,0.0004,7.1315,0.0125,0.0004,3.39,0.0,8.2049,0.0125
1.0413,NMPC,3.4558,0.0007,7.1602,0.012,0.0007,3.45,0.0,8.1829,0.012
1.0501,NMPC,3.5276,0.001,7.1865,0.0113,0.001,3.54,0.0,8.1498,0.0113
1.0591,NMPC,3.5996,0.0013,7.2101,0.0099,0.0013,3.6,0.0,8.1277,0.0099
1.0678,NMPC,3.6718,0.0016,7.2304,0.0085,0.0016,3.66,0.0,8.1056,0.0085
1.0773,NMPC,3.7442,0.0019,7.2498,0.0066,0.0019,3.75,0.0,8.0722,0.0066
1.0863,NMPC,3.8167,0.0021,7.2667,0.0047,0.0021,3.81,0.0,8.0498,0.0047
1.0953,NMPC,3.8895,0.0023,7.2817,0.0025,0.0023,3.9,0.0,8.0162,0.0025
1.1039,NMPC,3.8895,0.0023,7.2817,0.0025,0.0023,3.9,0.0,8.0162,0.0025
1.1139,NMPC,4.0354,0.0026,7.3055,-0.0022,0.0026,4.05,0.0,7.9599,-0.0022
1.1226,NMPC,4.0354,0.0026,7.3055,-0.0022,0.0026,4.05,0.0,7.9599,-0.0022
1.1314,NMPC,4.1085,0.0027,7.3151,-0.0046,0.0027,4.11,0.0,7.9373,-0.0046
1.1418,NMPC,4.1816,0.0027,7.3215,-0.0072,0.0027,4.17,0.0,7.9145,-0.0072
1.151,NMPC,4.2549,0.0026,7.326,-0.0097,0.0026,4.26,0.0,7.8804,-0.0097
1.1602,NMPC,4.3282,0.0024,7.3303,-0.0124,0.0024,4.32,0.0,7.8575,-0.0124
1.1692,NMPC,4.4015,0.0022,7.3317,-0.0146,0.0022,4.41,0.0,7.823,-0.0146
1.179,NMPC,4.4748,0.002,7.333,-0.0159,0.002,4.47,0.0,7.8,-0.0159
1.1877,NMPC,4.5481,0.0017,7.3332,-0.0166,0.0017,4.56,0.0,7.7653,-0.0166
1.1966,NMPC,4.6214,0.0014,7.3297,-0.0165,0.0014,4.62,0.0,7.7421,-0.0165
1.2054,NMPC,4.6947,0.0011,7.3203,-0.016,0.0011,4.68,0.0,7.7188,-0.016
1.2146,NMPC,4.7678,0.0008,7.3083,-0.015,0.0008,4.77,0.0,7.6837,-0.015
1.2239,NMPC,4.7678,0.0008,7.3083,-0.015,0.0008,4.77,0.0,7.6837,-0.015
1.2327,NMPC,4.9137,0.0001,7.2746,-0.012,0.0001,4.92,0.0,7.625,-0.012
1.2432,NMPC,4.9137,0.0001,7.2746,-0.012,0.0001,4.92,0.0,7.625,-0.012
1.2522,NMPC,4.9863,-0.0002,7.2494,-0.0102,0.0002,4.98,0.0,7.6013,-0.0102
1.2609,NMPC,5.0587,-0.0005,7.2246,-0.008,0.0005,5.07,0.0,7.5657,-0.008
1.2696,NMPC,5.1308,-0.0008,7.1978,-0.0057,0.0008,5.13,0.0,7.5419,-0.0057
1.2789,NMPC,5.2026,-0.0011,7.1761,-0.0031,0.0011,5.19,0.0,7.518,-0.0031
1.2882,NMPC,5.2743,-0.0013,7.1473,-0.0005,0.0013,5.28,0.0,7.482,-0.0005
1.2972,NMPC,5.3456,-0.0015,7.1241,0.0024,0.0015,5.34,0.0,7.4579,0.0024
1.3056,NMPC,5.4167,-0.0016,7.1007,0.0053,0.0016,5.43,0.0,7.4216,0.0053
1.3148,NMPC,5.4876,-0.0016,7.075,0.0085,0.0016,5.49,0.0,7.3973,0.0085
1.3243,NMPC,5.4876,-0.0016,7.075,0.0085,0.0016,5.49,0.0,7.3973,0.0085
1.3334,NMPC,5.6286,-0.0014,7.0247,0.0149,0.0014,5.64,0.0,7.3362,0.0149
1.3422,NMPC,5.6286,-0.0014,7.0247,0.0149,0.0014,5.64,0.0,7.3362,0.0149
1.3522,NMPC,5.6987,-0.0011,6.9929,0.0177,0.0011,5.7,0.0,7.3116,0.0177
1.3618,NMPC,5.7685,-0.0009,6.9603,0.0195,0.0009,5.76,0.0,7.287,0.0195
1.371,NMPC,5.8379,-0.0006,6.9293,0.0208,0.0006,5.85,0.0,7.2498,0.0208
1.3812,NMPC,5.9071,-0.0003,6.9042,0.0212,0.0003,5.91,0.0,7.225,0.0212
1.3904,NMPC,5.976,0.0001,6.8723,0.0213,0.0001,5.97,0.0,7.2,0.0213
1.4011,NMPC,6.0445,0.0004,6.8464,0.0207,0.0004,6.03,0.0,7.175,0.0207
1.4118,NMPC,6.1129,0.0009,6.8208,0.0199,0.0009,6.12,0.0,7.1372,0.0199
1.4216,NMPC,6.181,0.0013,6.7953,0.0186,0.0013,6.18,0.0,7.112,0.0186
1.4316,NMPC,6.2488,0.0018,6.7676,0.0171,0.0018,6.24,0.0,7.0866,0.0171
1.4418,NMPC,6.3163,0.0022,6.7405,0.0152,0.0022,6.33,0.0,7.0484,0.0152
1.4519,NMPC,6.3836,0.0027,6.7138,0.0133,0.0027,6.39,0.0,7.0228,0.0133
1.4628,NMPC,6.4506,0.0031,6.6874,0.011,0.0031,6.45,0.0,6.9971,0.011
1.4727,NMPC,6.5173,0.0036,6.6588,0.0087,0.0036,6.51,0.0,6.9714,0.0087
1.4834,NMPC,6.5838,0.004,6.6309,0.0061,0.004,6.57,0.0,6.9455,0.0061
1.4939,NMPC,6.7158,0.0048,6.574,0.0027,0.0048,6.72,0.0,6.8804,0.0027
1.5043,NMPC,6.7158,0.0048,6.574,0.0027,0.0048,6.72,0.0,6.8804,0.0027
1.5187,NMPC,6.8467,0.0057,6.517,0.0022,0.0057,6.84,0.0,6.8279,0.0022
1.5293,NMPC,6.9118,0.0062,6.4893,0.0026,0.0062,6.9,0.0,6.8015,0.0026
1.5395,NMPC,6.9765,0.0067,6.462,0.0038,0.0067,6.99,0.0,6.7617,0.0038
1.5499,NMPC,7.041,0.0073,6.4295,0.0061,0.0073,7.05,0.0,6.735,0.0061
1.5599,NMPC,7.1051,0.0081,6.4032,0.0097,0.0081,7.11,0.0,6.7082,0.0097
1.5697,NMPC,7.169,0.0089,6.382,0.0142,0.0089,7.17,0.0,6.6813,0.0142
1.5801,NMPC,7.2327,0.0099,6.3531,0.0196,0.0099,7.23,0.0,6.6543,0.0196
1.5901,NMPC,7.2961,0.011,6.3246,0.0256,0.011,7.29,0.0,6.6272,0.0256
1.5998,NMPC,7.3592,0.0123,6.2979,0.0328,0.0123,7.35,0.0,6.6,0.0328
1.6097,NMPC,7.422,0.0139,6.2708,0.0416,0.0139,7.41,0.0,6.5727,0.0416
1.6198,NMPC,7.4846,0.0157,6.2438,0.0514,0.0157,7.47,0.0,6.5452,0.0514
1.6294,NMPC,7.5468,0.0179,6.2177,0.0628,0.0179,7.56,0.0,6.5038,0.0628
1.6395,NMPC,7.6088,0.0206,6.1905,0.0763,0.0206,7.62,0.0,6.4761,0.0763
1.6494,NMPC,7.6705,0.0237,6.1633,0.0911,0.0237,7.68,0.0,6.4483,0.0911
1.6591,NMPC,7.7319,0.0272,6.1362,0.1074,0.0272,7.74,0.0,6.4203,0.1074
1.6687,NMPC,7.793,0.0313,6.1111,0.1245,0.0313,7.8,0.0,6.3922,0.1245
1.6784,NMPC,7.8538,0.036,6.0923,0.143,0.036,7.86,0.0,6.364,0.143
1.6887,NMPC,7.9144,0.0414,6.0763,0.1631,0.0414,7.92,0.0,6.3356,0.1631
1.6983,NMPC,7.9748,0.0475,6.0599,0.1841,0.0475,7.98,0.0,6.3071,0.1841
1.7082,NMPC,8.035,0.0544,6.0483,0.2064,0.0544,8.04,0.0,6.2785,0.2064
1.7187,NMPC,8.0949,0.0622,6.0383,0.2303,0.0622,8.1,0.0,6.2498,0.2303
1.7284,NMPC,8.1546,0.071,6.0289,0.2552,0.071,8.16,0.0,6.2209,0.2552
1.7402,NMPC,8.214,0.0807,6.0204,0.2814,0.0807,8.22,0.0,6.1919,0.2814
1.7502,NMPC,8.2732,0.0916,6.0167,0.3091,0.0916,8.28,0.0,6.1628,0.3091
1.7601,NMPC,8.3322,0.1036,6.0134,0.3377,0.1036,8.34,0.0,6.1335,0.3377
1.77,NMPC,8.3908,0.1167,6.0088,0.3672,0.1167,8.4,0.0,6.1041,0.3672
1.78,NMPC,8.4491,0.1311,6.0082,0.397,0.1309,8.46,0.0002,6.0745,0.3958
1.7899,NMPC,8.5071,0.1469,6.0093,0.4276,0.146,8.52,0.0009,6.0448,0.4228
1.7998,NMPC,8.5648,0.1639,6.0098,0.4592,0.1626,8.58,0.0015,6.015,0.451
1.8098,NMPC,8.6219,0.1824,6.0104,0.4914,0.1749,8.669,0.0092,6.0,0.4547
1.82,NMPC,8.6787,0.2024,6.0122,0.5244,0.1811,8.7269,0.025,6.0299,0.4318
1.8296,NMPC,8.7349,0.2237,6.0139,0.5575,0.1883,8.7848,0.0408,6.015,0.409
1.8397,NMPC,8.7905,0.2466,6.0156,0.5914,0.1898,8.8694,0.0703,6.0,0.3588
1.8499,NMPC,8.8454,0.2711,6.0181,0.6265,0.1891,8.9232,0.097,6.0299,0.3375
1.8602,NMPC,8.8997,0.2971,6.0213,0.6621,0.1894,8.9769,0.1236,6.015,0.3167
1.87,NMPC,8.9532,0.3248,6.0247,0.6984,0.1829,9.0538,0.1697,6.0039,0.2685
1.8799,NMPC,9.0059,0.354,6.0287,0.7349,0.1754,9.1015,0.2061,6.0338,0.2486
1.8896,NMPC,9.0577,0.3849,6.0338,0.7717,0.1691,9.1491,0.2425,6.015,0.2291
1.899,NMPC,9.1086,0.4173,6.0385,0.8085,0.1549,9.2151,0.3032,6.015,0.1813
1.9087,NMPC,9.1585,0.4514,6.0441,0.8454,0.1411,9.2549,0.348,6.0448,0.1619
1.9185,NMPC,9.2073,0.4871,6.0505,0.8821,0.1285,9.2948,0.3929,6.015,0.1423
1.9281,NMPC,9.255,0.5244,6.0589,0.9187,0.1075,9.3471,0.4656,6.015,0.0943
1.9375,NMPC,9.3016,0.5633,6.0679,0.9544,0.0879,9.3776,0.5173,6.0299,0.0737
1.9466,NMPC,9.3469,0.6036,6.0775,0.9888,0.0699,9.4081,0.5689,6.0,0.0517
1.9567,NMPC,9.3911,0.6454,6.0888,1.0222,0.049,9.4346,0.6225,6.0,0.0288
1.966,NMPC,9.434,0.6887,6.1005,1.0544,0.0229,9.4547,0.679,6.0299,0.0046
1.9756,NMPC,9.4756,0.7335,6.1126,1.0859,0.0016,9.4748,0.7355,6.015,-0.0203
1.9849,NMPC,9.4756,0.7335,6.1126,1.0859,0.0016,9.4748,0.7355,6.015,-0.0203
1.9943,NMPC,9.5547,0.8269,6.1418,1.1444,0.0492,9.4997,0.8217,6.0,-0.0463
2.0031,NMPC,9.5547,0.8269,6.1418,1.1444,0.0492,9.4997,0.8217,6.0,-0.0463
2.016,NMPC,9.6286,0.9255,6.1737,1.1968,0.1111,9.5175,0.9403,6.0299,-0.1066
2.0288,NMPC,9.6636,0.9764,6.19,1.2203,0.1394,9.526,0.9997,6.0,-0.1382
2.038,NMPC,9.6972,1.0285,6.2055,1.2425,0.1676,9.5266,1.0297,6.015,-0.1347
2.0474,NMPC,9.7295,1.0816,6.2214,1.2632,0.2003,9.528,1.0897,6.0448,-0.1514
2.0573,NMPC,9.7606,1.1356,6.2364,1.2822,0.2313,9.5294,1.1497,6.0745,-0.1698
2.0664,NMPC,9.7904,1.1905,6.2538,1.2999,0.2598,9.5313,1.2096,6.1041,-0.1838
2.0758,NMPC,9.8189,1.2462,6.2704,1.3164,0.2834,9.5365,1.2694,6.1335,-0.1674
2.0858,NMPC,9.8462,1.3027,6.2871,1.3322,0.3057,9.5417,1.3292,6.1628,-0.1516
2.0953,NMPC,9.8724,1.36,6.3028,1.3473,0.3267,9.5469,1.3889,6.1919,-0.1365
2.1045,NMPC,9.8724,1.36,6.3028,1.3473,0.3267,9.5469,1.3889,6.1919,-0.1365
2.1136,NMPC,9.921,1.4766,6.3349,1.3763,0.365,9.5574,1.5085,6.2498,-0.1075
2.1234,NMPC,9.921,1.4766,6.3349,1.3763,0.365,9.5574,1.5085,6.2498,-0.1075
2.1345,NMPC,9.9437,1.5358,6.3512,1.3893,0.3825,9.5626,1.5683,6.2785,-0.0945
2.1448,NMPC,9.9858,1.656,6.3841,1.4134,0.414,9.573,1.6878,6.3356,-0.0704
2.1593,NMPC,10.0054,1.7169,6.4001,1.4248,0.4282,9.5783,1.7476,6.364,-0.059
2.1713,NMPC,10.0239,1.7782,6.4164,1.4358,0.4413,9.5835,1.8073,6.3922,-0.048
2.1805,NMPC,10.0414,1.84,6.432,1.4468,0.4534,9.5887,1.8671,6.4203,-0.037
2.1901,NMPC,10.058,1.9022,6.4473,1.4573,0.4645,9.5965,1.9568,6.4622,-0.0265
2.2,NMPC,10.0738,1.9648,6.4634,1.4668,0.4747,9.6017,2.0165,6.49,-0.0169
2.2094,NMPC,10.0887,2.0278,6.4788,1.4759,0.4841,9.607,2.0763,6.5177,-0.0079
2.2191,NMPC,10.1027,2.0911,6.4939,1.4844,0.4926,9.6122,2.1361,6.5452,0.0006
2.2287,NMPC,10.116,2.1548,6.5089,1.4927,0.5003,9.6174,2.1959,6.5727,0.0089
2.2387,NMPC,10.1284,2.2187,6.5236,1.5006,0.5071,9.6226,2.2556,6.6,0.0169
2.2481,NMPC,10.1401,2.283,6.5389,1.5086,0.5132,9.6278,2.3154,6.6272,0.0248
2.2645,NMPC,10.1511,2.3476,6.5546,1.5163,0.5184,9.6357,2.4051,6.6678,0.0325
2.28,NMPC,10.1708,2.4775,6.5854,1.5317,0.5268,9.6461,2.5246,6.7216,0.0479
2.2911,NMPC,10.1795,2.5428,6.5993,1.5396,0.5298,9.6513,2.5844,6.7483,0.0558
2.3002,NMPC,10.1877,2.6084,6.6116,1.5471,0.5322,9.6565,2.6442,6.775,0.0634
2.3094,NMPC,10.1952,2.6741,6.6227,1.5539,0.534,9.6644,2.7338,6.8147,0.0702
2.3208,NMPC,10.2021,2.74,6.6333,1.5604,0.5352,9.6696,2.7936,6.8411,0.0766
2.3302,NMPC,10.2085,2.8061,6.6425,1.5664,0.5358,9.6748,2.8534,6.8673,0.0826
2.3391,NMPC,10.2143,2.8723,6.6493,1.5723,0.5358,9.68,2.9131,6.8935,0.0886
2.3486,NMPC,10.2195,2.9386,6.6547,1.578,0.5352,9.6852,2.9729,6.9195,0.0942
2.3626,NMPC,10.2242,3.005,6.6589,1.5838,0.5341,9.6931,3.0626,6.9584,0.1001
2.3724,NMPC,10.2283,3.0715,6.662,1.5895,0.5324,9.6983,3.1223,6.9843,0.1058
2.3822,NMPC,10.2319,3.138,6.6638,1.5955,0.5302,9.7035,3.1821,7.01,0.1117
2.3921,NMPC,10.235,3.2046,6.6646,1.6014,0.5275,9.7087,3.2419,7.0356,0.1176
2.4015,NMPC,10.2376,3.2712,6.663,1.6075,0.5243,9.7166,3.3315,7.0739,0.1238
2.4102,NMPC,10.2397,3.3377,6.6575,1.6138,0.5206,9.7218,3.3913,7.0993,0.13
2.4199,NMPC,10.2413,3.4043,6.6489,1.6205,0.5164,9.727,3.4511,7.112,0.1367
2.4291,NMPC,10.2424,3.4707,6.6376,1.627,0.5118,9.7322,3.5109,7.0866,0.1432
2.4386,NMPC,10.2431,3.537,6.624,1.6327,0.5067,9.7374,3.5706,7.0612,0.1489
2.448,NMPC,10.2434,3.6031,6.6085,1.6382,0.5013,9.7453,3.6603,7.0228,0.1544
2.4579,NMPC,10.2434,3.6692,6.5942,1.6431,0.4955,9.7505,3.7201,6.9971,0.1594
2.4673,NMPC,10.2429,3.735,6.5799,1.6479,0.4892,9.7557,3.7798,6.9714,0.1642
2.4767,NMPC,10.242,3.8008,6.567,1.6523,0.4827,9.7609,3.8396,6.9455,0.1685
2.515,NMPC,10.2348,4.0622,6.5093,1.668,0.4528,9.7844,4.1086,6.8279,0.1842
2.5245,NMPC,10.2348,4.0622,6.5093,1.668,0.4528,9.7844,4.1086,6.8279,0.1842
2.5339,NMPC,10.2291,4.192,6.4822,1.6751,0.4358,9.7948,4.2281,6.775,0.1913
2.5433,NMPC,10.2291,4.192,6.4822,1.6751,0.4358,9.7948,4.2281,6.775,0.1913
2.553,NMPC,10.2258,4.2566,6.4724,1.6785,0.4269,9.8,4.2879,6.7483,0.1947
2.5627,NMPC,10.2222,4.3212,6.4617,1.6816,0.4176,9.8053,4.3477,6.7216,0.1978
2.572,NMPC,10.2182,4.3856,6.4399,1.6849,0.4081,9.8105,4.4075,6.6948,0.2011
2.5813,NMPC,10.214,4.4498,6.4223,1.6881,0.3983,9.8183,4.4971,6.6543,0.2043
2.5911,NMPC,10.2094,4.5137,6.3996,1.6915,0.3882,9.8235,4.5569,6.6272,0.2077
2.6003,NMPC,10.2046,4.5774,6.3811,1.6947,0.3779,9.8287,4.6167,6.6,0.2109
2.6093,NMPC,10.1995,4.641,6.3616,1.6982,0.3673,9.834,4.6764,6.5727,0.2144
2.6189,NMPC,10.1942,4.7042,6.341,1.7015,0.3565,9.8392,4.7362,6.5452,0.2177
2.6286,NMPC,10.1886,4.7673,6.3193,1.705,0.3454,9.8444,4.796,6.5177,0.2212
2.6375,NMPC,10.1828,4.8301,6.2971,1.7083,0.3341,9.8496,4.8557,6.49,0.2245
2.6461,NMPC,10.1767,4.8927,6.2741,1.7119,0.3226,9.8548,4.9155,6.4622,0.2281
2.6555,NMPC,10.1704,4.955,6.2507,1.7153,0.3109,9.8601,4.9753,6.4343,0.2315
