x,y,yaw
-5.462177276611328125e+01,2.400015068054199219e+01,2.065932750701904297e+00
-5.471689987182617188e+01,2.417603302001953125e+01,2.067245960235595703e+00
-5.481225967407226562e+01,2.435178947448730469e+01,2.068588972091674805e+00
-5.490785598754882812e+01,2.452741622924804688e+01,2.069961309432983398e+00
-5.500370025634765625e+01,2.470290946960449219e+01,2.071363449096679688e+00
-5.509978866577148438e+01,2.487826728820800781e+01,2.072794914245605469e+00
-5.519613265991210938e+01,2.505348587036132812e+01,2.074255943298339844e+00
-5.529273605346679688e+01,2.522856330871582031e+01,2.075746536254882812e+00
-5.538959884643554688e+01,2.540349388122558594e+01,2.077266454696655273e+00
-5.548673629760742188e+01,2.557827568054199219e+01,2.078815937042236328e+00
-5.558414077758789062e+01,2.575290489196777344e+01,2.080394983291625977e+00
-5.568182754516601562e+01,2.592737770080566406e+01,2.082003116607666016e+00
-5.577979660034179688e+01,2.610169410705566406e+01,2.083641052246093750e+00
-5.587805175781250000e+01,2.627584648132324219e+01,2.085308313369750977e+00
-5.597660064697265625e+01,2.644983482360839844e+01,2.087004899978637695e+00
-5.607544708251953125e+01,2.662365341186523438e+01,2.088730812072753906e+00
-5.617459487915039062e+01,2.679730033874511719e+01,2.090486288070678711e+00
-5.627405166625976562e+01,2.697077178955078125e+01,2.092270851135253906e+00
-5.637382125854492188e+01,2.714406204223632812e+01,2.094085216522216797e+00
-5.647390747070312500e+01,2.731717109680175781e+01,2.095928430557250977e+00
-5.657431411743164062e+01,2.749009323120117188e+01,2.097801208496093750e+00
-5.667504501342773438e+01,2.766282653808593750e+01,2.099703550338745117e+00
-5.677610778808593750e+01,2.783536529541015625e+01,2.101634979248046875e+00
-5.687751007080078125e+01,2.800770759582519531e+01,2.103595733642578125e+00
-5.697924804687500000e+01,2.817984962463378906e+01,2.105585813522338867e+00
-5.708133316040039062e+01,2.835178565979003906e+01,2.107605218887329102e+00
-5.718376541137695312e+01,2.852351570129394531e+01,2.109653949737548828e+00
-5.728655242919921875e+01,2.869503402709960938e+01,2.111732006072998047e+00
-5.738970184326171875e+01,2.886633491516113281e+01,2.113839149475097656e+00
-5.749320983886718750e+01,2.903741836547851562e+01,2.115975618362426758e+00
-5.759708786010742188e+01,2.920827865600585938e+01,2.118141412734985352e+00
-5.770133972167968750e+01,2.937891006469726562e+01,2.120336532592773438e+00
-5.780596542358398438e+01,2.954931259155273438e+01,2.122560977935791016e+00
-5.791097259521484375e+01,2.971948051452636719e+01,2.124814510345458984e+00
-5.801636886596679688e+01,2.988940811157226562e+01,2.127097368240356445e+00
-5.812215042114257812e+01,3.005909538269042969e+01,2.129409551620483398e+00
-5.822832870483398438e+01,3.022853469848632812e+01,2.131751060485839844e+00
-5.833490753173828125e+01,3.039772415161132812e+01,2.134121656417846680e+00
-5.844188690185546875e+01,3.056665802001953125e+01,2.136521816253662109e+00
-5.854927444458007812e+01,3.073533248901367188e+01,2.138951063156127930e+00
-5.865707778930664062e+01,3.090374565124511719e+01,2.141409397125244141e+00
-5.876529312133789062e+01,3.107189178466796875e+01,2.143897294998168945e+00
-5.887392807006835938e+01,3.123976516723632812e+01,2.146414518356323242e+00
-5.898299026489257812e+01,3.140736389160156250e+01,2.148960828781127930e+00
-5.909247970581054688e+01,3.157468223571777344e+01,2.151536703109741211e+00
-5.920240402221679688e+01,3.174171638488769531e+01,2.154141664505004883e+00
-5.931276702880859375e+01,3.190846252441406250e+01,2.156776189804077148e+00
-5.942356872558593750e+01,3.207491302490234375e+01,2.159439802169799805e+00
-5.953481674194335938e+01,3.224106979370117188e+01,2.162133216857910156e+00
-5.964651107788085938e+01,3.240692520141601562e+01,2.164855718612670898e+00
-5.975866317749023438e+01,3.257247161865234375e+01,2.167607784271240234e+00
-5.987126922607421875e+01,3.273770904541015625e+01,2.170389175415039062e+00
-5.998434066772460938e+01,3.290262985229492188e+01,2.173199892044067383e+00
-6.009787750244140625e+01,3.306723022460937500e+01,2.176040410995483398e+00
-6.021187973022460938e+01,3.323150634765625000e+01,2.178910255432128906e+00
-6.032635879516601562e+01,3.339545059204101562e+01,2.181809902191162109e+00
-6.044131469726562500e+01,3.355906295776367188e+01,2.184738874435424805e+00
-6.055675125122070312e+01,3.372233581542968750e+01,2.187697887420654297e+00
-6.067267227172851562e+01,3.388526535034179688e+01,2.190686702728271484e+00
-6.078908157348632812e+01,3.404784393310546875e+01,2.193705320358276367e+00
-6.090598678588867188e+01,3.421007156372070312e+01,2.196754455566406250e+00
-6.102338409423828125e+01,3.437193679809570312e+01,2.199833869934082031e+00
-6.114128494262695312e+01,3.453343963623046875e+01,2.202943801879882812e+00
-6.125968933105468750e+01,3.469457626342773438e+01,2.206084251403808594e+00
-6.137860107421875000e+01,3.485533523559570312e+01,2.209255695343017578e+00
-6.149802780151367188e+01,3.501571273803710938e+01,2.212457895278930664e+00
-6.161796569824218750e+01,3.517570877075195312e+01,2.215691328048706055e+00
-6.173842239379882812e+01,3.533531188964843750e+01,2.218955993652343750e+00
-6.185940551757812500e+01,3.549451828002929688e+01,2.222251892089843750e+00
-6.198091506958007812e+01,3.565332412719726562e+01,2.225579261779785156e+00
-6.210295104980468750e+01,3.581172561645507812e+01,2.228938102722167969e+00
-6.222552490234375000e+01,3.596971130371093750e+01,2.232328891754150391e+00
-6.234863281250000000e+01,3.612727737426757812e+01,2.235751628875732422e+00
-6.247228622436523438e+01,3.628442382812500000e+01,2.239206314086914062e+00
-6.259648132324218750e+01,3.644113540649414062e+01,2.242693185806274414e+00
-6.272122192382812500e+01,3.659741210937500000e+01,2.246212005615234375e+00
-6.284651947021484375e+01,3.675325012207031250e+01,2.249763488769531250e+00
-6.297237014770507812e+01,3.690863800048828125e+01,2.253351211547851562e+00
-6.309878158569335938e+01,3.706356811523437500e+01,2.256975889205932617e+00
-6.322575378417968750e+01,3.721804046630859375e+01,2.260635852813720703e+00
-6.335329437255859375e+01,3.737204360961914062e+01,2.264327764511108398e+00
-6.348140335083007812e+01,3.752557373046875000e+01,2.268044471740722656e+00
-6.361008071899414062e+01,3.767862701416015625e+01,2.271717786788940430e+00
-6.373931884765625000e+01,3.783121109008789062e+01,2.275331497192382812e+00
-6.386909866333007812e+01,3.798332977294921875e+01,2.278879404067993164e+00
-6.399941253662109375e+01,3.813499450683593750e+01,2.282353401184082031e+00
-6.413024902343750000e+01,3.828620910644531250e+01,2.285753011703491211e+00
-6.426158905029296875e+01,3.843698501586914062e+01,2.289079666137695312e+00
-6.439342498779296875e+01,3.858732604980468750e+01,2.292333364486694336e+00
-6.452574157714843750e+01,3.873724365234375000e+01,2.295514106750488281e+00
-6.465853881835937500e+01,3.888674163818359375e+01,2.298622131347656250e+00
-6.479178619384765625e+01,3.903583526611328125e+01,2.301657199859619141e+00
-6.492548370361328125e+01,3.918452453613281250e+01,2.304619312286376953e+00
-6.505961608886718750e+01,3.933282470703125000e+01,2.307509183883666992e+00
-6.519416809082031250e+01,3.948073959350585938e+01,2.310326099395751953e+00
-6.532913208007812500e+01,3.962828063964843750e+01,2.313070535659790039e+00
-6.546449279785156250e+01,3.977545547485351562e+01,2.315742492675781250e+00
-6.560024261474609375e+01,3.992227172851562500e+01,2.318342208862304688e+00
-6.573637390136718750e+01,4.006874465942382812e+01,2.320869684219360352e+00
-6.587286376953125000e+01,4.021487045288085938e+01,2.323324680328369141e+00
-6.600970458984375000e+01,4.036067199707031250e+01,2.325707674026489258e+00
-6.614688873291015625e+01,4.050614929199218750e+01,2.328018188476562500e+00
-6.628440856933593750e+01,4.065131378173828125e+01,2.330256938934326172e+00
-6.642224121093750000e+01,4.079617691040039062e+01,2.332423448562622070e+00
-6.656038665771484375e+01,4.094074249267578125e+01,2.334518194198608398e+00
-6.669882965087890625e+01,4.108502578735351562e+01,2.336540699005126953e+00
-6.683755493164062500e+01,4.122903442382812500e+01,2.338491678237915039e+00
-6.697656250000000000e+01,4.137277603149414062e+01,2.340370655059814453e+00
-6.711582946777343750e+01,4.151626205444335938e+01,2.342177867889404297e+00
-6.725534820556640625e+01,4.165950012207031250e+01,2.343913316726684570e+00
-6.739511871337890625e+01,4.180250167846679688e+01,2.345577001571655273e+00
-6.753511047363281250e+01,4.194527435302734375e+01,2.347169160842895508e+00
-6.767533111572265625e+01,4.208782958984375000e+01,2.348689794540405273e+00
-6.781576538085937500e+01,4.223017883300781250e+01,2.350138664245605469e+00
-6.795639801025390625e+01,4.237232589721679688e+01,2.351516008377075195e+00
-6.809722137451171875e+01,4.251428604125976562e+01,2.352822065353393555e+00
-6.823822021484375000e+01,4.265606689453125000e+01,2.354056596755981445e+00
-6.837939453125000000e+01,4.279767608642578125e+01,2.355219841003417969e+00
-6.852072906494140625e+01,4.293912887573242188e+01,2.356311798095703125e+00
-6.866220855712890625e+01,4.308043289184570312e+01,2.357332468032836914e+00
-6.880383300781250000e+01,4.322159576416015625e+01,2.358282089233398438e+00
-6.894557952880859375e+01,4.336262893676757812e+01,2.359160900115966797e+00
-6.908744812011718750e+01,4.350354385375976562e+01,2.359968423843383789e+00
-6.922943115234375000e+01,4.364434814453125000e+01,2.360704898834228516e+00
-6.937150573730468750e+01,4.378505325317382812e+01,2.361370801925659180e+00
-6.951367187500000000e+01,4.392567062377929688e+01,2.361965894699096680e+00
-6.965591430664062500e+01,4.406620407104492188e+01,2.362490415573120117e+00
-6.979822540283203125e+01,4.420667266845703125e+01,2.362944602966308594e+00
-6.994059753417968750e+01,4.434708023071289062e+01,2.363328218460083008e+00
-7.008301544189453125e+01,4.448743438720703125e+01,2.363641262054443359e+00
-7.022547912597656250e+01,4.462775421142578125e+01,2.363884449005126953e+00
-7.036796569824218750e+01,4.476803970336914062e+01,2.364057540893554688e+00
-7.051047515869140625e+01,4.490830993652343750e+01,2.364160776138305664e+00
-7.065299224853515625e+01,4.504856872558593750e+01,2.364194393157958984e+00
-7.079550933837890625e+01,4.518882369995117188e+01,2.364158391952514648e+00
-7.093801879882812500e+01,4.532909393310546875e+01,2.364053010940551758e+00
-7.108050537109375000e+01,4.546938323974609375e+01,2.363878488540649414e+00
-7.122296142578125000e+01,4.560969924926757812e+01,2.363635301589965820e+00
-7.136538696289062500e+01,4.575006103515625000e+01,2.363323926925659180e+00
-7.150775146484375000e+01,4.589046478271484375e+01,2.362944126129150391e+00
-7.165007019042968750e+01,4.603093338012695312e+01,2.362496376037597656e+00
-7.179231262207031250e+01,4.617146682739257812e+01,2.361981153488159180e+00
-7.193447875976562500e+01,4.631208038330078125e+01,2.361401319503784180e+00
-7.207656097412109375e+01,4.645277786254882812e+01,2.360757350921630859e+00
-7.221855163574218750e+01,4.659357452392578125e+01,2.360047817230224609e+00
-7.236043548583984375e+01,4.673447418212890625e+01,2.359271526336669922e+00
-7.250219726562500000e+01,4.687549209594726562e+01,2.358359813690185547e+00
-7.264379882812500000e+01,4.701667404174804688e+01,2.356852531433105469e+00
-7.278514099121093750e+01,4.715812301635742188e+01,2.354664802551269531e+00
-7.292607116699218750e+01,4.729996109008789062e+01,2.350892782211303711e+00
-7.306629180908203125e+01,4.744251632690429688e+01,2.344536066055297852e+00
-7.320542144775390625e+01,4.758614349365234375e+01,2.335660219192504883e+00
-7.334310913085937500e+01,4.773114395141601562e+01,2.324691057205200195e+00
-7.347905731201171875e+01,4.787778472900390625e+01,2.311702728271484375e+00
-7.361296081542968750e+01,4.802634048461914062e+01,2.296697616577148438e+00
-7.374443817138671875e+01,4.817698669433593750e+01,2.279677391052246094e+00
-7.387320709228515625e+01,4.833001327514648438e+01,2.260609388351440430e+00
-7.399887847900390625e+01,4.848561096191406250e+01,2.239450693130493164e+00
-7.412095642089843750e+01,4.864381408691406250e+01,2.216180801391601562e+00
-7.423933410644531250e+01,4.880521011352539062e+01,2.190757274627685547e+00
-7.435325622558593750e+01,4.896946334838867188e+01,2.163259744644165039e+00
-7.446248626708984375e+01,4.913698577880859375e+01,2.133592605590820312e+00
-7.456654357910156250e+01,4.930784225463867188e+01,2.101743936538696289e+00
-7.466474151611328125e+01,4.948170471191406250e+01,2.067715883255004883e+00
-7.475701904296875000e+01,4.965943145751953125e+01,2.031323432922363281e+00
-7.484239196777343750e+01,4.984010314941406250e+01,1.992708444595336914e+00
-7.492055511474609375e+01,5.002415084838867188e+01,1.951688051223754883e+00
-7.499089050292968750e+01,5.021138000488281250e+01,1.908173441886901855e+00
-7.505268096923828125e+01,5.040128707885742188e+01,1.862157821655273438e+00
-7.510550689697265625e+01,5.059426498413085938e+01,1.813353419303894043e+00
-7.514853668212890625e+01,5.078941726684570312e+01,1.761780261993408203e+00
-7.518115234375000000e+01,5.098652267456054688e+01,1.707302212715148926e+00
-7.520268249511718750e+01,5.118522644042968750e+01,1.649659752845764160e+00
-7.521242523193359375e+01,5.138486099243164062e+01,1.588915348052978516e+00
-7.520965576171875000e+01,5.158422088623046875e+01,1.524113535881042480e+00
-7.519342041015625000e+01,5.178390884399414062e+01,1.454463481903076172e+00
-7.516304779052734375e+01,5.198099517822265625e+01,1.380342483520507812e+00
-7.511737060546875000e+01,5.217564392089843750e+01,1.299020767211914062e+00
-7.505516052246093750e+01,5.236614990234375000e+01,1.210298418998718262e+00
-7.497665405273437500e+01,5.254954147338867188e+01,1.123033642768859863e+00
-7.488233184814453125e+01,5.272631835937500000e+01,1.038739681243896484e+00
-7.477392578125000000e+01,5.289434051513671875e+01,9.576209187507629395e-01
-7.465267944335937500e+01,5.305330276489257812e+01,8.815903067588806152e-01
-7.451995086669921875e+01,5.320302200317382812e+01,8.101139068603515625e-01
-7.437727355957031250e+01,5.334308624267578125e+01,7.428992986679077148e-01
-7.422578430175781250e+01,5.347355651855468750e+01,6.796826124191284180e-01
-7.406650543212890625e+01,5.359453582763671875e+01,6.200928092002868652e-01
-7.390054321289062500e+01,5.370608901977539062e+01,5.640714168548583984e-01
-7.372889709472656250e+01,5.380839538574218750e+01,5.114737749099731445e-01
-7.355198669433593750e+01,5.390195846557617188e+01,4.620054066181182861e-01
-7.337104034423828125e+01,5.398683929443359375e+01,4.157437980175018311e-01
-7.318638610839843750e+01,5.406357955932617188e+01,3.724915087223052979e-01
-7.299864196777343750e+01,5.413255691528320312e+01,3.321721851825714111e-01
-7.280863952636718750e+01,5.419410324096679688e+01,2.948194146156311035e-01
-7.261612701416015625e+01,5.424889755249023438e+01,2.602536976337432861e-01
-7.242217254638671875e+01,5.429722213745117188e+01,2.286027073860168457e-01
-7.222680664062500000e+01,5.433967590332031250e+01,1.998344957828521729e-01
-7.203026580810546875e+01,5.437680435180664062e+01,1.741258054971694946e-01
-7.183311462402343750e+01,5.440914535522460938e+01,1.515682935714721680e-01
-7.163504028320312500e+01,5.443738174438476562e+01,1.321725994348526001e-01
-7.143665313720703125e+01,5.446207809448242188e+01,1.160710006952285767e-01
-7.123793029785156250e+01,5.448389816284179688e+01,1.031370013952255249e-01
-7.103890228271484375e+01,5.450339126586914062e+01,9.244850277900695801e-02
-7.083978271484375000e+01,5.452095413208007812e+01,8.384110033512115479e-02
-7.064044189453125000e+01,5.453696060180664062e+01,7.643440365791320801e-02
-7.044102478027343750e+01,5.455150222778320312e+01,6.917770206928253174e-02
-7.024150848388671875e+01,5.456460952758789062e+01,6.209269911050796509e-02
-7.004189300537109375e+01,5.457633972167968750e+01,5.534550175070762634e-02
-6.984220886230468750e+01,5.458675765991210938e+01,4.897059872746467590e-02
-6.964245605468750000e+01,5.459593963623046875e+01,4.294849932193756104e-02
-6.944266510009765625e+01,5.460395050048828125e+01,3.725650161504745483e-02
-6.924282073974609375e+01,5.461085891723632812e+01,3.189320117235183716e-02
-6.904294586181640625e+01,5.461672592163085938e+01,2.685300074517726898e-02
-6.884305572509765625e+01,5.462161636352539062e+01,2.213479951024055481e-02
-6.864312744140625000e+01,5.462559509277343750e+01,1.771749928593635559e-02
-6.844319915771484375e+01,5.462871932983398438e+01,1.357670035213232040e-02
-6.824324798583984375e+01,5.463104248046875000e+01,9.696699678897857666e-03
-6.804329681396484375e+01,5.463260650634765625e+01,5.966600030660629272e-03
-6.784334564208984375e+01,5.463343811035156250e+01,2.364499960094690323e-03
-6.764338684082031250e+01,5.463356018066406250e+01,6.282042503356933594e+00
-6.744342803955078125e+01,5.463298416137695312e+01,6.278591632843017578e+00
-6.724346923828125000e+01,5.463172531127929688e+01,6.275192737579345703e+00
-6.704351806640625000e+01,5.462979125976562500e+01,6.271822929382324219e+00
-6.684358215332031250e+01,5.462718200683593750e+01,6.268477916717529297e+00
-6.664364624023437500e+01,5.462390899658203125e+01,6.265159130096435547e+00
-6.644372558593750000e+01,5.461997604370117188e+01,6.261868953704833984e+00
-6.624382019042968750e+01,5.461538696289062500e+01,6.258607387542724609e+00
-6.604393005371093750e+01,5.461014938354492188e+01,6.255375385284423828e+00
-6.584405517578125000e+01,5.460427093505859375e+01,6.252173423767089844e+00
-6.564420318603515625e+01,5.459775161743164062e+01,6.249001026153564453e+00
-6.544437408447265625e+01,5.459060287475585938e+01,6.245858192443847656e+00
-6.524456787109375000e+01,5.458282852172851562e+01,6.242744922637939453e+00
-6.504478454589843750e+01,5.457443618774414062e+01,6.239661693572998047e+00
-6.484502410888671875e+01,5.456543350219726562e+01,6.236608505249023438e+00
-6.464529418945312500e+01,5.455582046508789062e+01,6.233585357666015625e+00
-6.444560241699218750e+01,5.454560470581054688e+01,6.230592727661132812e+00
-6.424593353271484375e+01,5.453479766845703125e+01,6.227630615234375000e+00
-6.404629516601562500e+01,5.452340316772460938e+01,6.224698543548583984e+00
-6.384669876098632812e+01,5.451142501831054688e+01,6.221797466278076172e+00
-6.364713287353515625e+01,5.449887084960937500e+01,6.218926906585693359e+00
-6.344760513305664062e+01,5.448574447631835938e+01,6.216086864471435547e+00
-6.324811553955078125e+01,5.447205734252929688e+01,6.213278293609619141e+00
-6.304866409301757812e+01,5.445781326293945312e+01,6.210500240325927734e+00
-6.284925460815429688e+01,5.444301605224609375e+01,6.207753181457519531e+00
-6.264988327026367188e+01,5.442767715454101562e+01,6.205037593841552734e+00
-6.245055770874023438e+01,5.441180038452148438e+01,6.202353477478027344e+00
-6.225127029418945312e+01,5.439538955688476562e+01,6.199700355529785156e+00
-6.205203247070312500e+01,5.437845230102539062e+01,6.197078704833984375e+00
-6.185283660888671875e+01,5.436099624633789062e+01,6.194488525390625000e+00
-6.165368652343750000e+01,5.434302902221679688e+01,6.191930294036865234e+00
-6.145458221435546875e+01,5.432455444335937500e+01,6.189403533935546875e+00
-6.125552368164062500e+01,5.430558013916015625e+01,6.186908721923828125e+00
-6.105651473999023438e+01,5.428611373901367188e+01,6.184445381164550781e+00
-6.085755538940429688e+01,5.426615905761718750e+01,6.182014465332031250e+00
-6.065864181518554688e+01,5.424572372436523438e+01,6.179615974426269531e+00
-6.045977783203125000e+01,5.422481536865234375e+01,6.177249431610107422e+00
-6.026096725463867188e+01,5.420344161987304688e+01,6.174915313720703125e+00
-6.006220245361328125e+01,5.418160629272460938e+01,6.172613620758056641e+00
-5.986349105834960938e+01,5.415931320190429688e+01,6.170344352722167969e+00
-5.966482925415039062e+01,5.413657379150390625e+01,6.168107509613037109e+00
-5.946621704101562500e+01,5.411339569091796875e+01,6.165904045104980469e+00
-5.926765823364257812e+01,5.408978271484375000e+01,6.163733005523681641e+00
-5.906914901733398438e+01,5.406573867797851562e+01,6.161594867706298828e+00
-5.887069320678710938e+01,5.404127883911132812e+01,6.159490585327148438e+00
-5.867228698730468750e+01,5.401639938354492188e+01,6.157419204711914062e+00
-5.847393035888671875e+01,5.399111557006835938e+01,6.155381202697753906e+00
-5.827562713623046875e+01,5.396543121337890625e+01,6.153376579284667969e+00
-5.807737731933593750e+01,5.393935012817382812e+01,6.151405811309814453e+00
-5.787917709350585938e+01,5.391288375854492188e+01,6.149468421936035156e+00
-5.768103027343750000e+01,5.388603591918945312e+01,6.147564888000488281e+00
-5.748293304443359375e+01,5.385881423950195312e+01,6.145695209503173828e+00
-5.728488540649414062e+01,5.383122634887695312e+01,6.143858909606933594e+00
-5.708688735961914062e+01,5.380327987670898438e+01,6.142056465148925781e+00
-5.688894271850585938e+01,5.377497863769531250e+01,6.140287399291992188e+00
-5.669104766845703125e+01,5.374632644653320312e+01,6.138551712036132812e+00
-5.649319839477539062e+01,5.371733856201171875e+01,6.136849880218505859e+00
-5.629540252685546875e+01,5.368801498413085938e+01,6.135181903839111328e+00
-5.609765243530273438e+01,5.365836715698242188e+01,6.133546829223632812e+00
-5.589995193481445312e+01,5.362839889526367188e+01,6.131945610046386719e+00
-5.570230102539062500e+01,5.359811782836914062e+01,6.130377769470214844e+00
-5.550469589233398438e+01,5.356752777099609375e+01,6.128843784332275391e+00
-5.530713653564453125e+01,5.353664016723632812e+01,6.127342700958251953e+00
-5.510962295532226562e+01,5.350545883178710938e+01,6.125875473022460938e+00
-5.491215515136718750e+01,5.347399139404296875e+01,6.124441623687744141e+00
-5.471473312377929688e+01,5.344224166870117188e+01,6.123040676116943359e+00
-5.451735305786132812e+01,5.341022109985351562e+01,6.121673583984375000e+00
-5.432001876831054688e+01,5.337793350219726562e+01,6.120339393615722656e+00
-5.412272644042968750e+01,5.334538650512695312e+01,6.119039058685302734e+00
-5.392547607421875000e+01,5.331258392333984375e+01,6.117771625518798828e+00
-5.372826385498046875e+01,5.327953720092773438e+01,6.116537570953369141e+00
-5.353109741210937500e+01,5.324625015258789062e+01,6.115336418151855469e+00
-5.333396911621093750e+01,5.321272659301757812e+01,6.114169120788574219e+00
-5.313687515258789062e+01,5.317898178100585938e+01,6.113034248352050781e+00
-5.293982315063476562e+01,5.314501190185546875e+01,6.111932754516601562e+00
-5.274280929565429688e+01,5.311082839965820312e+01,6.110864639282226562e+00
-5.254582977294921875e+01,5.307643890380859375e+01,6.109829425811767578e+00
-5.234888458251953125e+01,5.304185104370117188e+01,6.108827114105224609e+00
-5.215197372436523438e+01,5.300706481933593750e+01,6.107858180999755859e+00
-5.195509719848632812e+01,5.297209548950195312e+01,6.106922149658203125e+00
-5.175825119018554688e+01,5.293694305419921875e+01,6.106019020080566406e+00
-5.156143569946289062e+01,5.290161514282226562e+01,6.105148315429687500e+00
-5.136465454101562500e+01,5.286611938476562500e+01,6.104310989379882812e+00
-5.116790008544921875e+01,5.283046340942382812e+01,6.103506565093994141e+00
-5.097117233276367188e+01,5.279465103149414062e+01,6.102735042572021484e+00
-5.077447509765625000e+01,5.275868988037109375e+01,6.101995944976806641e+00
-5.057780075073242188e+01,5.272258758544921875e+01,6.101289749145507812e+00
-5.038115310668945312e+01,5.268635177612304688e+01,6.100616455078125000e+00
-5.018452835083007812e+01,5.264998245239257812e+01,6.099975585937500000e+00
-4.998792648315429688e+01,5.261349105834960938e+01,6.099367618560791016e+00
-4.979134750366210938e+01,5.257688522338867188e+01,6.098791599273681641e+00
-4.959478759765625000e+01,5.254016876220703125e+01,6.098248481750488281e+00
-4.939824676513671875e+01,5.250334930419921875e+01,6.097738265991210938e+00
-4.920172500610351562e+01,5.246643066406250000e+01,6.097259998321533203e+00
-4.900522232055664062e+01,5.242942428588867188e+01,6.096814632415771484e+00
-4.880873489379882812e+01,5.239233016967773438e+01,6.096401214599609375e+00
-4.861225891113281250e+01,5.235516357421875000e+01,6.096020698547363281e+00
-4.841579818725585938e+01,5.231792068481445312e+01,6.095672130584716797e+00
-4.821934890747070312e+01,5.228061294555664062e+01,6.095355510711669922e+00
-4.802291488647460938e+01,5.224324798583984375e+01,6.095071315765380859e+00
-4.782648849487304688e+01,5.220582580566406250e+01,6.094819545745849609e+00
-4.763006973266601562e+01,5.216836166381835938e+01,6.094599723815917969e+00
-4.743365859985351562e+01,5.213085556030273438e+01,6.094411849975585938e+00
-4.723725509643554688e+01,5.209331893920898438e+01,6.094256401062011719e+00
-4.704085540771484375e+01,5.205575180053710938e+01,6.094132423400878906e+00
-4.684446334838867188e+01,5.201816558837890625e+01,6.094040870666503906e+00
-4.664807128906250000e+01,5.198056030273437500e+01,6.093980789184570312e+00
-4.645167922973632812e+01,5.194295120239257812e+01,6.093953132629394531e+00
-4.625529098510742188e+01,5.190533828735351562e+01,6.093956947326660156e+00
-4.605889892578125000e+01,5.186772918701171875e+01,6.093992710113525391e+00
-4.586250686645507812e+01,5.183012771606445312e+01,6.094059944152832031e+00
-4.566611099243164062e+01,5.179254531860351562e+01,6.094158649444580078e+00
-4.546971130371093750e+01,5.175498580932617188e+01,6.094289302825927734e+00
-4.527330780029296875e+01,5.171745300292968750e+01,6.094451427459716797e+00
-4.507689666748046875e+01,5.167995452880859375e+01,6.094645500183105469e+00
-4.488047409057617188e+01,5.164249801635742188e+01,6.094870567321777344e+00
-4.468404769897460938e+01,5.160509109497070312e+01,6.095127105712890625e+00
-4.448760604858398438e+01,5.156773757934570312e+01,6.095415115356445312e+00
-4.429115676879882812e+01,5.153044128417968750e+01,6.095734596252441406e+00
-4.409469604492187500e+01,5.149321365356445312e+01,6.096085548400878906e+00
-4.389821624755859375e+01,5.145605468750000000e+01,6.096467494964599609e+00
-4.370172500610351562e+01,5.141897583007812500e+01,6.096880435943603516e+00
-4.350521850585937500e+01,5.138198089599609375e+01,6.097324848175048828e+00
-4.330869674682617188e+01,5.134507369995117188e+01,6.097800731658935547e+00
-4.311215209960937500e+01,5.130826568603515625e+01,6.098307132720947266e+00
-4.291559219360351562e+01,5.127156066894531250e+01,6.098845005035400391e+00
-4.271900939941406250e+01,5.123496627807617188e+01,6.099413394927978516e+00
-4.252240753173828125e+01,5.119848251342773438e+01,6.100012779235839844e+00
-4.232578277587890625e+01,5.116212081909179688e+01,6.100643634796142578e+00
-4.212913513183593750e+01,5.112588882446289062e+01,6.101305007934570312e+00
-4.193246078491210938e+01,5.108978652954101562e+01,6.101996898651123047e+00
-4.173575973510742188e+01,5.105382537841796875e+01,6.102720260620117188e+00
-4.153903579711914062e+01,5.101800918579101562e+01,6.103473663330078125e+00
-4.134228134155273438e+01,5.098234558105468750e+01,6.104258537292480469e+00
-4.114550018310546875e+01,5.094683456420898438e+01,6.105073451995849609e+00
-4.094868850708007812e+01,5.091149139404296875e+01,6.105919361114501953e+00
-4.075185012817382812e+01,5.087631607055664062e+01,6.106795787811279297e+00
-4.055497741699218750e+01,5.084131622314453125e+01,6.107702732086181641e+00
-4.035807037353515625e+01,5.080649948120117188e+01,6.108640193939208984e+00
-4.016113662719726562e+01,5.077186965942382812e+01,6.109608173370361328e+00
-3.996416473388671875e+01,5.073743438720703125e+01,6.110606670379638672e+00
-3.976715850830078125e+01,5.070319747924804688e+01,6.111635684967041016e+00
-3.957011413574218750e+01,5.066916656494140625e+01,6.112695217132568359e+00
-3.937303543090820312e+01,5.063534545898437500e+01,6.113784790039062500e+00
-3.917592239379882812e+01,5.060174560546875000e+01,6.114905357360839844e+00
-3.897876739501953125e+01,5.056836700439453125e+01,6.116055488586425781e+00
-3.878157424926757812e+01,5.053522109985351562e+01,6.117236614227294922e+00
-3.858434295654296875e+01,5.050230789184570312e+01,6.118447303771972656e+00
-3.838706970214843750e+01,5.046963882446289062e+01,6.119688987731933594e+00
-3.818975830078125000e+01,5.043721389770507812e+01,6.120960712432861328e+00
-3.799240112304687500e+01,5.040504837036132812e+01,6.122262477874755859e+00
-3.779500579833984375e+01,5.037313842773437500e+01,6.123594284057617188e+00
-3.759756469726562500e+01,5.034149551391601562e+01,6.124956607818603516e+00
-3.740008163452148438e+01,5.031012725830078125e+01,6.126348972320556641e+00
-3.720255661010742188e+01,5.027903366088867188e+01,6.127771854400634766e+00
-3.700498199462890625e+01,5.024822616577148438e+01,6.129224777221679688e+00
-3.680736923217773438e+01,5.021770477294921875e+01,6.130707740783691406e+00
-3.660970687866210938e+01,5.018748474121093750e+01,6.132221221923828125e+00
-3.641199874877929688e+01,5.015756607055664062e+01,6.133764743804931641e+00
